Category,CommonNames,Abundance,Order,ParkName
Mammal,Big Brown Bat,2,Chiroptera,Bryce Canyon National Park
Mammal,Spotted Bat,2,Chiroptera,Bryce Canyon National Park
Mammal,Allen's Big-Eared Bat,5,Chiroptera,Bryce Canyon National Park
Mammal,Silver-Haired Bat,2,Chiroptera,Bryce Canyon National Park
Mammal,Hoary Bat,5,Chiroptera,Bryce Canyon National Park
Mammal,California Myotis,2,Chiroptera,Bryce Canyon National Park
Mammal,Western Small-Footed Myotis,2,Chiroptera,Bryce Canyon National Park
Mammal,Long-Eared Myotis,2,Chiroptera,Bryce Canyon National Park
Mammal,Little Brown Myotis,2,Chiroptera,Bryce Canyon National Park
Mammal,Fringed Myotis,2,Chiroptera,Bryce Canyon National Park
Mammal,Long-Legged Myotis,2,Chiroptera,Bryce Canyon National Park
Mammal,Yuma Myotis,5,Chiroptera,Bryce Canyon National Park
Mammal,Western Pipistrelle,5,Chiroptera,Bryce Canyon National Park
Mammal,Snowshoe Hare,5,Lagomorpha,Bryce Canyon National Park
Mammal,Black-Tailed Jackrabbit,2,Lagomorpha,Bryce Canyon National Park
Mammal,White-Tailed Jackrabbit,5,Lagomorpha,Bryce Canyon National Park
Mammal,Desert Cottontail,5,Lagomorpha,Bryce Canyon National Park
Mammal,Mountain Cottontail,2,Lagomorpha,Bryce Canyon National Park
Mammal,American Beaver,5,Rodentia,Bryce Canyon National Park
Mammal,Sagebrush Vole,2,Rodentia,Bryce Canyon National Park
Mammal,Long-Tailed Vole,2,Rodentia,Bryce Canyon National Park
Mammal,Montane Vole,2,Rodentia,Bryce Canyon National Park
Mammal,Bushy-Tailed Woodrat,2,Rodentia,Bryce Canyon National Park
Mammal,Desert Woodrat,5,Rodentia,Bryce Canyon National Park
Mammal,Common Muskrat,5,Rodentia,Bryce Canyon National Park
Mammal,Northern Grasshopper Mouse,5,Rodentia,Bryce Canyon National Park
Mammal,Brush Mouse,2,Rodentia,Bryce Canyon National Park
Mammal,Canyon Mouse,2,Rodentia,Bryce Canyon National Park
Mammal,Deer Mouse,4,Rodentia,Bryce Canyon National Park
Mammal,Pinon Mouse,2,Rodentia,Bryce Canyon National Park
Mammal,Western Harvest Mouse,2,Rodentia,Bryce Canyon National Park
Mammal,North American Porcupine,5,Rodentia,Bryce Canyon National Park
Mammal,Northern Pocket Gopher,2,Rodentia,Bryce Canyon National Park
Mammal,Ord's Kangaroo Rat,5,Rodentia,Bryce Canyon National Park
Mammal,Great Basin Pocket Mouse,5,Rodentia,Bryce Canyon National Park
Mammal,House Mouse,5,Rodentia,Bryce Canyon National Park
Mammal,White-Tailed Antelope Squirrel,5,Rodentia,Bryce Canyon National Park
Mammal,Utah Prairie Dog,4,Rodentia,Bryce Canyon National Park
Mammal,Northern Flying Squirrel,5,Rodentia,Bryce Canyon National Park
Mammal,Yellow-Bellied Marmot,2,Rodentia,Bryce Canyon National Park
Mammal,Cliff Chipmunk,2,Rodentia,Bryce Canyon National Park
Mammal,Least Chipmunk,4,Rodentia,Bryce Canyon National Park
Mammal,Uinta Chipmunk,4,Rodentia,Bryce Canyon National Park
Mammal,Golden-Mantled Ground Squirrel,4,Rodentia,Bryce Canyon National Park
Mammal,Rock Squirrel,2,Rodentia,Bryce Canyon National Park
Mammal,Red Squirrel,2,Rodentia,Bryce Canyon National Park
Mammal,Crawford's Desert Shrew,5,Soricomorpha,Bryce Canyon National Park
Mammal,Masked Shrew,5,Soricomorpha,Bryce Canyon National Park
Mammal,Merriam's Shrew,2,Soricomorpha,Bryce Canyon National Park
Mammal,Montane Shrew,2,Soricomorpha,Bryce Canyon National Park
Mammal,Dwarf Shrew,2,Soricomorpha,Bryce Canyon National Park
Mammal,American Water Shrew,5,Soricomorpha,Bryce Canyon National Park
Mammal,Pronghorn,5,Artiodactyla,Canyonlands National Park
Mammal,Bighorn Sheep,2,Artiodactyla,Canyonlands National Park
Mammal,Elk,5,Artiodactyla,Canyonlands National Park
Mammal,Mule Deer,2,Artiodactyla,Canyonlands National Park
Mammal,Coyote,2,Carnivora,Canyonlands National Park
Mammal,Common Gray Fox,2,Carnivora,Canyonlands National Park
Mammal,Striped Skunk,1,Carnivora,Canyonlands National Park
Mammal,Western Spotted Skunk,1,Carnivora,Canyonlands National Park
Mammal,Northern River Otter,5,Carnivora,Canyonlands National Park
Mammal,Ermine,5,Carnivora,Canyonlands National Park
Mammal,Long-Tailed Weasel,5,Carnivora,Canyonlands National Park
Mammal,American Mink,5,Carnivora,Canyonlands National Park
Mammal,American Badger,2,Carnivora,Canyonlands National Park
Mammal,Ringtail,1,Carnivora,Canyonlands National Park
Mammal,Northern Raccoon,5,Carnivora,Canyonlands National Park
Mammal,American Black Bear,1,Carnivora,Canyonlands National Park
Mammal,Big Free-Tailed Bat,2,Chiroptera,Canyonlands National Park
Mammal,Brazilian Free-Tailed Bat,1,Chiroptera,Canyonlands National Park
Mammal,Pallid Bat,5,Chiroptera,Canyonlands National Park
Mammal,Townsend's Big-Eared Bat,2,Chiroptera,Canyonlands National Park
Mammal,Big Brown Bat,4,Chiroptera,Canyonlands National Park
Mammal,Spotted Bat,2,Chiroptera,Canyonlands National Park
Mammal,Allen's Big-Eared Bat,4,Chiroptera,Canyonlands National Park
Mammal,Silver-Haired Bat,2,Chiroptera,Canyonlands National Park
Mammal,Hoary Bat,2,Chiroptera,Canyonlands National Park
Mammal,California Myotis,5,Chiroptera,Canyonlands National Park
Mammal,Western Small-Footed Myotis,5,Chiroptera,Canyonlands National Park
Mammal,Long-Eared Myotis,2,Chiroptera,Canyonlands National Park
Mammal,Little Brown Myotis,5,Chiroptera,Canyonlands National Park
Mammal,Fringed Myotis,4,Chiroptera,Canyonlands National Park
Mammal,Long-Legged Myotis,2,Chiroptera,Canyonlands National Park
Mammal,Yuma Myotis,2,Chiroptera,Canyonlands National Park
Mammal,Western Pipistrelle,5,Chiroptera,Canyonlands National Park
Mammal,Black-Tailed Jackrabbit,4,Lagomorpha,Canyonlands National Park
Mammal,Desert Cottontail,4,Lagomorpha,Canyonlands National Park
Mammal,Mountain Cottontail,5,Lagomorpha,Canyonlands National Park
Mammal,American Beaver,2,Rodentia,Canyonlands National Park
Mammal,Long-Tailed Vole,5,Rodentia,Canyonlands National Park
Mammal,Montane Vole,5,Rodentia,Canyonlands National Park
Mammal,Western White-Throated Woodrat,1,Rodentia,Canyonlands National Park
Mammal,Bushy-Tailed Woodrat,2,Rodentia,Canyonlands National Park
Mammal,Desert Woodrat,4,Rodentia,Canyonlands National Park
Mammal,Mexican Woodrat,2,Rodentia,Canyonlands National Park
Mammal,Common Muskrat,5,Rodentia,Canyonlands National Park
Mammal,Northern Grasshopper Mouse,2,Rodentia,Canyonlands National Park
Mammal,Brush Mouse,2,Rodentia,Canyonlands National Park
Mammal,Canyon Mouse,4,Rodentia,Canyonlands National Park
Mammal,Deer Mouse,4,Rodentia,Canyonlands National Park
Mammal,Pinon Mouse,4,Rodentia,Canyonlands National Park
Mammal,Western Harvest Mouse,2,Rodentia,Canyonlands National Park
Mammal,North American Porcupine,5,Rodentia,Canyonlands National Park
Mammal,Botta's Pocket Gopher,2,Rodentia,Canyonlands National Park
Mammal,Northern Pocket Gopher,5,Rodentia,Canyonlands National Park
Mammal,Ord's Kangaroo Rat,2,Rodentia,Canyonlands National Park
Mammal,Plains Pocket Mouse,2,Rodentia,Canyonlands National Park
Mammal,Silky Pocket Mouse,5,Rodentia,Canyonlands National Park
Mammal,Great Basin Pocket Mouse,2,Rodentia,Canyonlands National Park
Mammal,House Mouse,5,Rodentia,Canyonlands National Park
Mammal,White-Tailed Antelope Squirrel,4,Rodentia,Canyonlands National Park
Mammal,Gunnison's Prairie Dog,5,Rodentia,Canyonlands National Park
Mammal,White-Tailed Prairie Dog,5,Rodentia,Canyonlands National Park
Mammal,Least Chipmunk,5,Rodentia,Canyonlands National Park
Mammal,Hopi Chipmunk,4,Rodentia,Canyonlands National Park
Mammal,Abert's Squirrel,5,Rodentia,Canyonlands National Park
Mammal,Spotted Ground Squirrel,5,Rodentia,Canyonlands National Park
Mammal,Rock Squirrel,4,Rodentia,Canyonlands National Park
Mammal,Red Squirrel,5,Rodentia,Canyonlands National Park
Mammal,Crawford's Desert Shrew,5,Soricomorpha,Canyonlands National Park
Mammal,Merriam's Shrew,5,Soricomorpha,Canyonlands National Park
Mammal,Montane Shrew,5,Soricomorpha,Canyonlands National Park
Mammal,Dwarf Shrew,5,Soricomorpha,Canyonlands National Park
Mammal,American Water Shrew,5,Soricomorpha,Canyonlands National Park
Mammal,Pronghorn,5,Artiodactyla,Capitol Reef National Park
Mammal,American Bison,1,Artiodactyla,Capitol Reef National Park
Mammal,Bighorn Sheep,2,Artiodactyla,Capitol Reef National Park
Mammal,Elk,1,Artiodactyla,Capitol Reef National Park
Mammal,Mule Deer,2,Artiodactyla,Capitol Reef National Park
Mammal,Coyote,2,Carnivora,Capitol Reef National Park
Mammal,Common Gray Fox,4,Carnivora,Capitol Reef National Park
Mammal,Kit Fox,5,Carnivora,Capitol Reef National Park
Mammal,Red Fox,2,Carnivora,Capitol Reef National Park
Mammal,Lynx,5,Carnivora,Capitol Reef National Park
Mammal,Bobcat,1,Carnivora,Capitol Reef National Park
Mammal,Mountain Lion,1,Carnivora,Capitol Reef National Park
Mammal,Striped Skunk,1,Carnivora,Capitol Reef National Park
Mammal,Western Spotted Skunk,5,Carnivora,Capitol Reef National Park
Mammal,Ermine,5,Carnivora,Capitol Reef National Park
Mammal,Long-Tailed Weasel,5,Carnivora,Capitol Reef National Park
Mammal,American Mink,5,Carnivora,Capitol Reef National Park
Mammal,American Badger,2,Carnivora,Capitol Reef National Park
Mammal,Ringtail,5,Carnivora,Capitol Reef National Park
Mammal,Northern Raccoon,2,Carnivora,Capitol Reef National Park
Mammal,American Black Bear,5,Carnivora,Capitol Reef National Park
Mammal,Big Free-Tailed Bat,2,Chiroptera,Capitol Reef National Park
Mammal,Brazilian Free-Tailed Bat,2,Chiroptera,Capitol Reef National Park
Mammal,Pallid Bat,2,Chiroptera,Capitol Reef National Park
Mammal,Townsend's Big-Eared Bat,2,Chiroptera,Capitol Reef National Park
Mammal,Big Brown Bat,2,Chiroptera,Capitol Reef National Park
Mammal,Spotted Bat,2,Chiroptera,Capitol Reef National Park
Mammal,Allen's Big-Eared Bat,2,Chiroptera,Capitol Reef National Park
Mammal,Silver-Haired Bat,2,Chiroptera,Capitol Reef National Park
Mammal,Hoary Bat,2,Chiroptera,Capitol Reef National Park
Mammal,California Myotis,2,Chiroptera,Capitol Reef National Park
Mammal,Western Small-Footed Myotis,2,Chiroptera,Capitol Reef National Park
Mammal,Long-Eared Myotis,2,Chiroptera,Capitol Reef National Park
Mammal,Little Brown Myotis,5,Chiroptera,Capitol Reef National Park
Mammal,Fringed Myotis,2,Chiroptera,Capitol Reef National Park
Mammal,Long-Legged Myotis,2,Chiroptera,Capitol Reef National Park
Mammal,Yuma Myotis,2,Chiroptera,Capitol Reef National Park
Mammal,Western Pipistrelle,4,Chiroptera,Capitol Reef National Park
Mammal,Snowshoe Hare,5,Lagomorpha,Capitol Reef National Park
Mammal,Black-Tailed Jackrabbit,4,Lagomorpha,Capitol Reef National Park
Mammal,White-Tailed Jackrabbit,5,Lagomorpha,Capitol Reef National Park
Mammal,Desert Cottontail,4,Lagomorpha,Capitol Reef National Park
Mammal,Mountain Cottontail,5,Lagomorpha,Capitol Reef National Park
Mammal,American Beaver,1,Rodentia,Capitol Reef National Park
Mammal,Long-Tailed Vole,5,Rodentia,Capitol Reef National Park
Mammal,Montane Vole,5,Rodentia,Capitol Reef National Park
Mammal,Bushy-Tailed Woodrat,1,Rodentia,Capitol Reef National Park
Mammal,Desert Woodrat,2,Rodentia,Capitol Reef National Park
Mammal,Common Muskrat,5,Rodentia,Capitol Reef National Park
Mammal,Northern Grasshopper Mouse,2,Rodentia,Capitol Reef National Park
Mammal,Brush Mouse,2,Rodentia,Capitol Reef National Park
Mammal,Canyon Mouse,4,Rodentia,Capitol Reef National Park
Mammal,Deer Mouse,2,Rodentia,Capitol Reef National Park
Mammal,Pinon Mouse,2,Rodentia,Capitol Reef National Park
Mammal,Western Harvest Mouse,2,Rodentia,Capitol Reef National Park
Mammal,North American Porcupine,1,Rodentia,Capitol Reef National Park
Mammal,Botta's Pocket Gopher,5,Rodentia,Capitol Reef National Park
Mammal,Ord's Kangaroo Rat,2,Rodentia,Capitol Reef National Park
Mammal,Great Basin Pocket Mouse,2,Rodentia,Capitol Reef National Park
Mammal,House Mouse,5,Rodentia,Capitol Reef National Park
Mammal,White-Tailed Antelope Squirrel,2,Rodentia,Capitol Reef National Park
Mammal,Northern Flying Squirrel,5,Rodentia,Capitol Reef National Park
Mammal,Yellow-Bellied Marmot,4,Rodentia,Capitol Reef National Park
Mammal,Cliff Chipmunk,2,Rodentia,Capitol Reef National Park
Mammal,Hopi Chipmunk,2,Rodentia,Capitol Reef National Park
Mammal,Rock Squirrel,2,Rodentia,Capitol Reef National Park
Mammal,Red Squirrel,5,Rodentia,Capitol Reef National Park
Mammal,Crawford's Desert Shrew,5,Soricomorpha,Capitol Reef National Park
Mammal,Masked Shrew,5,Soricomorpha,Capitol Reef National Park
Mammal,Merriam's Shrew,5,Soricomorpha,Capitol Reef National Park
Mammal,Montane Shrew,5,Soricomorpha,Capitol Reef National Park
Mammal,Dwarf Shrew,5,Soricomorpha,Capitol Reef National Park
Mammal,American Water Shrew,5,Soricomorpha,Capitol Reef National Park
Mammal,Merriam's Elk,5,Artiodactyla,Carlsbad Caverns National Park
Mammal,Pronghorn,5,Artiodactyla,Carlsbad Caverns National Park
Mammal,"Aoudad, Barbary Sheep",5,Artiodactyla,Carlsbad Caverns National Park
Mammal,American Bison,5,Artiodactyla,Carlsbad Caverns National Park
Mammal,Bighorn Sheep,5,Artiodactyla,Carlsbad Caverns National Park
Mammal,Rocky Mountain Elk,5,Artiodactyla,Carlsbad Caverns National Park
Mammal,Mule Deer,5,Artiodactyla,Carlsbad Caverns National Park
Mammal,White-Tailed Deer,5,Artiodactyla,Carlsbad Caverns National Park
Mammal,"Collared Peccary, Javelina",5,Artiodactyla,Carlsbad Caverns National Park
Mammal,Coyote,5,Carnivora,Carlsbad Caverns National Park
Mammal,Gray Wolf,5,Carnivora,Carlsbad Caverns National Park
Mammal,Common Gray Fox,5,Carnivora,Carlsbad Caverns National Park
Mammal,Kit Fox,5,Carnivora,Carlsbad Caverns National Park
Mammal,Bobcat,5,Carnivora,Carlsbad Caverns National Park
Mammal,Jaguar,5,Carnivora,Carlsbad Caverns National Park
Mammal,Mountain Lion,5,Carnivora,Carlsbad Caverns National Park
Mammal,White-Backed Hog-Nosed Skunk,5,Carnivora,Carlsbad Caverns National Park
Mammal,Striped Skunk,5,Carnivora,Carlsbad Caverns National Park
Mammal,Western Spotted Skunk,5,Carnivora,Carlsbad Caverns National Park
Mammal,Long-Tailed Weasel,5,Carnivora,Carlsbad Caverns National Park
Mammal,American Badger,5,Carnivora,Carlsbad Caverns National Park
Mammal,Ringtail,5,Carnivora,Carlsbad Caverns National Park
Mammal,Northern Raccoon,5,Carnivora,Carlsbad Caverns National Park
Mammal,American Black Bear,5,Carnivora,Carlsbad Caverns National Park
Mammal,Grizzly Bear,5,Carnivora,Carlsbad Caverns National Park
Mammal,Pocketed Free-Tailed Bat,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Big Free-Tailed Bat,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Brazilian Free-Tailed Bat,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Mexican Long-Nosed Bat,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Pallid Bat,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Townsend's Big-Eared Bat,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Big Brown Bat,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Spotted Bat,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Silver-Haired Bat,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Eastern Red Bat,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Hoary Bat,5,Chiroptera,Carlsbad Caverns National Park
Mammal,California Myotis,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Western Small-Footed Myotis,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Long-Eared Myotis,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Fringed Myotis,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Cave Myotis,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Long-Legged Myotis,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Yuma Myotis,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Western Pipistrelle,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Eastern Pipistrelle,5,Chiroptera,Carlsbad Caverns National Park
Mammal,Nine-Banded Armadillo,5,Cingulata,Carlsbad Caverns National Park
Mammal,Virginia Opossum,5,Didelphimorphia,Carlsbad Caverns National Park
Mammal,Black-Tailed Jackrabbit,5,Lagomorpha,Carlsbad Caverns National Park
Mammal,Desert Cottontail,5,Lagomorpha,Carlsbad Caverns National Park
Mammal,Eastern Cottontail,5,Lagomorpha,Carlsbad Caverns National Park
Mammal,Davis Mountains Cottontail,5,Lagomorpha,Carlsbad Caverns National Park
Mammal,American Beaver,5,Rodentia,Carlsbad Caverns National Park
Mammal,Mogollon Vole,5,Rodentia,Carlsbad Caverns National Park
Mammal,Western White-Throated Woodrat,5,Rodentia,Carlsbad Caverns National Park
Mammal,Eastern White-Throated Woodrat,5,Rodentia,Carlsbad Caverns National Park
Mammal,Mexican Woodrat,5,Rodentia,Carlsbad Caverns National Park
Mammal,Southern Plains Woodrat,5,Rodentia,Carlsbad Caverns National Park
Mammal,Common Muskrat,5,Rodentia,Carlsbad Caverns National Park
Mammal,Mearns' Grasshopper Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,Northern Grasshopper Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,Brush Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,Cactus Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,White-Footed Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,Deer Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,Northern Rock Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,White-Ankled Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,Pi_On Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,Western Harvest Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,Plains Harvest Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,Hispid Cotton Rat,5,Rodentia,Carlsbad Caverns National Park
Mammal,North American Porcupine,5,Rodentia,Carlsbad Caverns National Park
Mammal,Yellow-Faced Pocket Gopher,5,Rodentia,Carlsbad Caverns National Park
Mammal,Botta's Pocket Gopher,5,Rodentia,Carlsbad Caverns National Park
Mammal,Chihuahuan Desert Pocket Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,Hispid Pocket Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,Rock Pocket Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,Nelson's Pocket Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,Merriam's Kangaroo Rat,5,Rodentia,Carlsbad Caverns National Park
Mammal,Ord's Kangaroo Rat,5,Rodentia,Carlsbad Caverns National Park
Mammal,Banner-Tailed Kangaroo Rat,5,Rodentia,Carlsbad Caverns National Park
Mammal,Silky Pocket Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,Merriam's Pocket Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,House Mouse,5,Rodentia,Carlsbad Caverns National Park
Mammal,Texas Antelope Squirrel,5,Rodentia,Carlsbad Caverns National Park
Mammal,Black-Tailed Prairie Dog,5,Rodentia,Carlsbad Caverns National Park
Mammal,Gray-Footed Chipmunk,5,Rodentia,Carlsbad Caverns National Park
Mammal,Eastern Fox Squirrel,5,Rodentia,Carlsbad Caverns National Park
Mammal,Mexican Ground Squirrel,5,Rodentia,Carlsbad Caverns National Park
Mammal,Spotted Ground Squirrel,5,Rodentia,Carlsbad Caverns National Park
Mammal,Rock Squirrel,5,Rodentia,Carlsbad Caverns National Park
Mammal,Least Shrew,5,Soricomorpha,Carlsbad Caverns National Park
Mammal,Crawford's Desert Shrew,5,Soricomorpha,Carlsbad Caverns National Park
Mammal,Channel Islands Gray Fox,1,Carnivora,Channel Islands National Park
Mammal,Spotted Skunk,2,Carnivora,Channel Islands National Park
Mammal,Sea Otter,5,Carnivora,Channel Islands National Park
