Category,CommonNames,Abundance,Order,ParkName
Mammal,Mink,4,Carnivora,Congaree National Park
Mammal,Common Raccoon,4,Carnivora,Congaree National Park
Mammal,"American Black Bear, Black Bear",5,Carnivora,Congaree National Park
Mammal,"Eastern Big-Eared Bat, Eastern Long-Eared Bat, Eastern Lump-Nosed Bat, Rafinesque's Big-Eared Bat, Rafinesque's Big-Eared Bat, Southeastern Big-Eared Bat",5,Chiroptera,Congaree National Park
Mammal,Big Brown Bat,5,Chiroptera,Congaree National Park
Mammal,Eastern Red Bat,5,Chiroptera,Congaree National Park
Mammal,Southeastern Myotis,5,Chiroptera,Congaree National Park
Mammal,"Evening Bat, Evening Bat",5,Chiroptera,Congaree National Park
Mammal,Eastern Pipistrelle,5,Chiroptera,Congaree National Park
Mammal,Virginia Opossum,4,Didelphimorphia,Congaree National Park
Mammal,Eastern Cottontail,2,Lagomorpha,Congaree National Park
Mammal,Marsh Rabbit,5,Lagomorpha,Congaree National Park
Mammal,American Beaver,2,Rodentia,Congaree National Park
Mammal,Eastern Woodrat,2,Rodentia,Congaree National Park
Mammal,"Common Muskrat, Muskbeaver, Muskrat",5,Rodentia,Congaree National Park
Mammal,Marsh Rice Rat,5,Rodentia,Congaree National Park
Mammal,Cotton Mouse,4,Rodentia,Congaree National Park
Mammal,"White-Footed Deermouse, White-Footed Mouse",5,Rodentia,Congaree National Park
Mammal,Eastern Harvest Mouse,4,Rodentia,Congaree National Park
Mammal,Hispid Cotton Rat,4,Rodentia,Congaree National Park
Mammal,Southern Flying Squirrel,5,Rodentia,Congaree National Park
Mammal,Eastern Gray Squirrel,4,Rodentia,Congaree National Park
Mammal,Eastern Fox Squirrel,2,Rodentia,Congaree National Park
Mammal,Northern Short-Tailed Shrew,5,Soricomorpha,Congaree National Park
Mammal,Southern Short-Tailed Shrew,4,Soricomorpha,Congaree National Park
Mammal,"Bee Shrew, Least Shrew, Little Short-Tailed Shrew, North American Least Shrew, Small Short-Tailed Shrew",4,Soricomorpha,Congaree National Park
Mammal,Southeastern Shrew,2,Soricomorpha,Congaree National Park
Mammal,Star-Nosed Mole,5,Soricomorpha,Congaree National Park
Mammal,"Eastern Mole, Topos",4,Soricomorpha,Congaree National Park
Mammal,Pronghorn,5,Artiodactyla,Crater Lake National Park
Mammal,"Bighorn Sheep, Bighorn Sheep",5,Artiodactyla,Crater Lake National Park
Mammal,"Caribou, Cervids, Deer, Moose, Wapiti",5,Artiodactyla,Crater Lake National Park
Mammal,Elk,5,Artiodactyla,Crater Lake National Park
Mammal,"Mule Deer, Mule Deer Or Black-Tailed Deer",5,Artiodactyla,Crater Lake National Park
Mammal,"White-Tailed Deer, White-Tailed Deer",5,Artiodactyla,Crater Lake National Park
Mammal,Coyote,4,Carnivora,Crater Lake National Park
Mammal,"Gray Wolf, Wolf",5,Carnivora,Crater Lake National Park
Mammal,"Common Gray Fox, Gray Fox",2,Carnivora,Crater Lake National Park
Mammal,Red Fox,4,Carnivora,Crater Lake National Park
Mammal,Lynx,5,Carnivora,Crater Lake National Park
Mammal,Bobcat,2,Carnivora,Crater Lake National Park
Mammal,"Cougar, Mountain Lion, Puma",2,Carnivora,Crater Lake National Park
Mammal,Striped Skunk,5,Carnivora,Crater Lake National Park
Mammal,Western Spotted Skunk,5,Carnivora,Crater Lake National Park
Mammal,Wolverine,5,Carnivora,Crater Lake National Park
Mammal,Northern River Otter,5,Carnivora,Crater Lake National Park
Mammal,"American Marten, Marten, Martin, Pacific Marten, Pine Marten",4,Carnivora,Crater Lake National Park
Mammal,Fisher,1,Carnivora,Crater Lake National Park
Mammal,"Ermines, Ferrets, Minks, Weasels",5,Carnivora,Crater Lake National Park
Mammal,Ermine,2,Carnivora,Crater Lake National Park
Mammal,"Long Tailed Weasel, Long-Tailed Weasel",5,Carnivora,Crater Lake National Park
Mammal,Mink,5,Carnivora,Crater Lake National Park
Mammal,American Badger,2,Carnivora,Crater Lake National Park
Mammal,Ringtail,5,Carnivora,Crater Lake National Park
Mammal,Common Raccoon,1,Carnivora,Crater Lake National Park
Mammal,Black Bear,4,Carnivora,Crater Lake National Park
Mammal,"Brown Bear, Grizzly Bear",5,Carnivora,Crater Lake National Park
Mammal,"Brazilian Free-Tailed Bat, Brazilian Free-Tailed Bat, Mexican Free-Tailed Bat",1,Chiroptera,Crater Lake National Park
Mammal,Pallid Bat,5,Chiroptera,Crater Lake National Park
Mammal,Townsendii Big-Eared Bat,5,Chiroptera,Crater Lake National Park
Mammal,Big Brown Bat,2,Chiroptera,Crater Lake National Park
Mammal,Silver-Haired Bat,4,Chiroptera,Crater Lake National Park
Mammal,Hoary Bat,1,Chiroptera,Crater Lake National Park
Mammal,California Myotis,2,Chiroptera,Crater Lake National Park
Mammal,Long-Eared Myotis,4,Chiroptera,Crater Lake National Park
Mammal,Little Brown Myotis,2,Chiroptera,Crater Lake National Park
Mammal,Fringed Myotis,5,Chiroptera,Crater Lake National Park
Mammal,"Hairy-Winged Bat, Long-Legged Myotis",4,Chiroptera,Crater Lake National Park
Mammal,Yuma Myotis,2,Chiroptera,Crater Lake National Park
Mammal,Virginia Opossum,5,Didelphimorphia,Crater Lake National Park
Mammal,Snowshoe Hare,4,Lagomorpha,Crater Lake National Park
Mammal,"White Tailed Jackrabbit, White-Tailed Jackrabbit",5,Lagomorpha,Crater Lake National Park
Mammal,American Pika,4,Lagomorpha,Crater Lake National Park
Mammal,Mountain Beaver,2,Rodentia,Crater Lake National Park
Mammal,"American Beaver, Beaver",1,Rodentia,Crater Lake National Park
Mammal,Red-Backed Voles,5,Rodentia,Crater Lake National Park
Mammal,Western Red-Backed Vole,4,Rodentia,Crater Lake National Park
Mammal,"Meadow Mice, Meadow Voles",5,Rodentia,Crater Lake National Park
Mammal,"Long-Tailed Vole, Vole",5,Rodentia,Crater Lake National Park
Mammal,"Montane Vole, Mountain Vole",5,Rodentia,Crater Lake National Park
Mammal,"Creeping Vole, Vole",5,Rodentia,Crater Lake National Park
Mammal,"Richardson's Vole, Vole, Water Vole",5,Rodentia,Crater Lake National Park
Mammal,Vole,5,Rodentia,Crater Lake National Park
Mammal,"Bushy-Tailed Woodrat, Western Bushy-Tailed Woodrat",4,Rodentia,Crater Lake National Park
Mammal,Dusky-Footed Woodrat,1,Rodentia,Crater Lake National Park
Mammal,Muskrat,5,Rodentia,Crater Lake National Park
Mammal,Mouse,5,Rodentia,Crater Lake National Park
Mammal,"Deer Mouse, Long-Tailed Deermouse",5,Rodentia,Crater Lake National Park
Mammal,Heather Vole,2,Rodentia,Crater Lake National Park
Mammal,Jumping Mice,5,Rodentia,Crater Lake National Park
Mammal,Western Jumping Mouse,2,Rodentia,Crater Lake National Park
Mammal,Pacific Jumping Mouse,5,Rodentia,Crater Lake National Park
Mammal,Porcupine,5,Rodentia,Crater Lake National Park
Mammal,Common Porcupine,4,Rodentia,Crater Lake National Park
Mammal,Botta's Pocket Gopher,5,Rodentia,Crater Lake National Park
Mammal,Western Pocket Gopher,4,Rodentia,Crater Lake National Park
Mammal,Northern Pocket Gopher,5,Rodentia,Crater Lake National Park
Mammal,"Pocket Mice, Silky Pocket Mice",5,Rodentia,Crater Lake National Park
Mammal,Great Basin Pocket Mouse,5,Rodentia,Crater Lake National Park
Mammal,House Mouse,4,Rodentia,Crater Lake National Park
Mammal,Rodent,5,Rodentia,Crater Lake National Park
Mammal,Northern Flying Squirrel,4,Rodentia,Crater Lake National Park
Mammal,Yellow-Bellied Marmot,4,Rodentia,Crater Lake National Park
Mammal,"Douglas Squirrel, Squirrel",5,Rodentia,Crater Lake National Park
Mammal,Western Gray Squirrel,1,Rodentia,Crater Lake National Park
Mammal,California Ground Squirrel,5,Rodentia,Crater Lake National Park
Mammal,Belding's Ground Squirrel,5,Rodentia,Crater Lake National Park
Mammal,"Golden Mantled Ground Squirrel, Golden-Mantled Ground Squirrel",5,Rodentia,Crater Lake National Park
Mammal,Chipmunk,5,Rodentia,Crater Lake National Park
Mammal,"Yellow Pine Chipmunk, Yellow-Pine Chipmunk",5,Rodentia,Crater Lake National Park
Mammal,Least Chipmunk,2,Rodentia,Crater Lake National Park
Mammal,Allen's Chipmunk,2,Rodentia,Crater Lake National Park
Mammal,Siskiyou Chipmunk,4,Rodentia,Crater Lake National Park
Mammal,"Chipmunk, Townsend's Chipmunk",2,Rodentia,Crater Lake National Park
Mammal,"Chickaree, Douglas Squirrel, Douglas' Squirrel",5,Rodentia,Crater Lake National Park
Mammal,Rodent,5,Soricomorpha,Crater Lake National Park
Mammal,Pacific Marsh Shrew,5,Soricomorpha,Crater Lake National Park
Mammal,Pacific Shrew,4,Soricomorpha,Crater Lake National Park
Mammal,Water Shrew,1,Soricomorpha,Crater Lake National Park
Mammal,Fog Shrew,2,Soricomorpha,Crater Lake National Park
Mammal,"Shrew, Trowbridge's Shrew",4,Soricomorpha,Crater Lake National Park
Mammal,"Shrew, Vagrant Shrew",4,Soricomorpha,Crater Lake National Park
Mammal,"Mole?, Shrew Mole",5,Soricomorpha,Crater Lake National Park
Mammal,Shrew-Mole,4,Soricomorpha,Crater Lake National Park
Mammal,Broad-Footed Mole,2,Soricomorpha,Crater Lake National Park
Mammal,White-Tailed Deer,5,Artiodactyla,Cuyahoga Valley National Park
Mammal,Coyote,4,Carnivora,Cuyahoga Valley National Park
Mammal,Gray Fox,5,Carnivora,Cuyahoga Valley National Park
Mammal,Red Fox,2,Carnivora,Cuyahoga Valley National Park
Mammal,Bobcat,5,Carnivora,Cuyahoga Valley National Park
Mammal,Striped Skunk,4,Carnivora,Cuyahoga Valley National Park
Mammal,River Otter,2,Carnivora,Cuyahoga Valley National Park
Mammal,Long-Tailed Weasel,4,Carnivora,Cuyahoga Valley National Park
Mammal,Least Weasel,2,Carnivora,Cuyahoga Valley National Park
Mammal,Mink,4,Carnivora,Cuyahoga Valley National Park
Mammal,"American Badger, Badger",5,Carnivora,Cuyahoga Valley National Park
Mammal,Raccoon,5,Carnivora,Cuyahoga Valley National Park
Mammal,Big Brown Bat,4,Chiroptera,Cuyahoga Valley National Park
Mammal,Silver-Haired Bat,5,Chiroptera,Cuyahoga Valley National Park
Mammal,Red Bat,4,Chiroptera,Cuyahoga Valley National Park
Mammal,Hoary Bat,2,Chiroptera,Cuyahoga Valley National Park
Mammal,Eastern Small-Footed Bat,5,Chiroptera,Cuyahoga Valley National Park
Mammal,"Little Brown Bat, Little Brown Myotis",1,Chiroptera,Cuyahoga Valley National Park
Mammal,"Northern Long-Eared Bat, Northern Myotis",1,Chiroptera,Cuyahoga Valley National Park
Mammal,Indiana Bat,1,Chiroptera,Cuyahoga Valley National Park
Mammal,Evening Bat,5,Chiroptera,Cuyahoga Valley National Park
Mammal,Tri-Colored Bat,2,Chiroptera,Cuyahoga Valley National Park
Mammal,Virginia Opossum,4,Didelphimorphia,Cuyahoga Valley National Park
Mammal,Eastern Cottontail,4,Lagomorpha,Cuyahoga Valley National Park
Mammal,Beaver,5,Rodentia,Cuyahoga Valley National Park
Mammal,Meadow Vole,4,Rodentia,Cuyahoga Valley National Park
Mammal,Woodland Vole,2,Rodentia,Cuyahoga Valley National Park
Mammal,Muskrat,5,Rodentia,Cuyahoga Valley National Park
Mammal,White-Footed Mouse,5,Rodentia,Cuyahoga Valley National Park
Mammal,"Deer Mouse, North American Deermouse",5,Rodentia,Cuyahoga Valley National Park
Mammal,Southern Bog Lemming,5,Rodentia,Cuyahoga Valley National Park
Mammal,Meadow Jumping Mouse,4,Rodentia,Cuyahoga Valley National Park
Mammal,House Mouse,2,Rodentia,Cuyahoga Valley National Park
Mammal,Norway Rat,5,Rodentia,Cuyahoga Valley National Park
Mammal,Southern Flying Squirrel,4,Rodentia,Cuyahoga Valley National Park
Mammal,"Ground Hog, Woodchuck",4,Rodentia,Cuyahoga Valley National Park
Mammal,Gray Squirrel,5,Rodentia,Cuyahoga Valley National Park
Mammal,Fox Squirrel,4,Rodentia,Cuyahoga Valley National Park
Mammal,Eastern Chipmunk,5,Rodentia,Cuyahoga Valley National Park
Mammal,Red Squirrel,4,Rodentia,Cuyahoga Valley National Park
Mammal,Short-Tailed Shrew,5,Soricomorpha,Cuyahoga Valley National Park
Mammal,"Bee Shrew, Least Shrew, Little Short-Tailed Shrew, North American Least Shrew, Small Short-Tailed Shrew",5,Soricomorpha,Cuyahoga Valley National Park
Mammal,Masked Shrew,4,Soricomorpha,Cuyahoga Valley National Park
Mammal,Smoky Shrew,1,Soricomorpha,Cuyahoga Valley National Park
Mammal,Star-Nosed Mole,2,Soricomorpha,Cuyahoga Valley National Park
Mammal,Hairy-Tailed Mole,4,Soricomorpha,Cuyahoga Valley National Park
Mammal,Eastern Mole,1,Soricomorpha,Cuyahoga Valley National Park
Mammal,Bison,5,Artiodactyla,Denali National Park and Preserve
Mammal,Mountain Goat,5,Artiodactyla,Denali National Park and Preserve
Mammal,Dall's Sheep,5,Artiodactyla,Denali National Park and Preserve
Mammal,Moose,4,Artiodactyla,Denali National Park and Preserve
Mammal,Caribou,5,Artiodactyla,Denali National Park and Preserve
Mammal,Coyote,5,Carnivora,Denali National Park and Preserve
Mammal,"Gray Wolf, Wolf",4,Carnivora,Denali National Park and Preserve
Mammal,Red Fox,5,Carnivora,Denali National Park and Preserve
Mammal,Lynx,5,Carnivora,Denali National Park and Preserve
Mammal,Wolverine,5,Carnivora,Denali National Park and Preserve
Mammal,River Otter,5,Carnivora,Denali National Park and Preserve
Mammal,American Marten,4,Carnivora,Denali National Park and Preserve
Mammal,"Ermine, Short-Tailed Weasel",5,Carnivora,Denali National Park and Preserve
Mammal,Least Weasel,5,Carnivora,Denali National Park and Preserve
Mammal,Mink,5,Carnivora,Denali National Park and Preserve
Mammal,"American Black Bear, Black Bear",5,Carnivora,Denali National Park and Preserve
Mammal,"Brown Bear, Grizzly Bear",5,Carnivora,Denali National Park and Preserve
Mammal,Little Brown Myotis,5,Chiroptera,Denali National Park and Preserve
Mammal,Snowshoe Hare,5,Lagomorpha,Denali National Park and Preserve
Mammal,Collared Pika,5,Lagomorpha,Denali National Park and Preserve
Mammal,American Beaver,5,Rodentia,Denali National Park and Preserve
Mammal,"Northern Red-Backed Vole, Red-Backed Vole",5,Rodentia,Denali National Park and Preserve
Mammal,Brown Lemming,5,Rodentia,Denali National Park and Preserve
Mammal,"Meadow Mice, Meadow Voles",5,Rodentia,Denali National Park and Preserve
Mammal,Singing Vole,5,Rodentia,Denali National Park and Preserve
Mammal,Tundra Vole,5,Rodentia,Denali National Park and Preserve
Mammal,Meadow Vole,5,Rodentia,Denali National Park and Preserve
Mammal,"Taiga Vole, Yellow-Cheeked Vole",5,Rodentia,Denali National Park and Preserve
Mammal,Muskrat,5,Rodentia,Denali National Park and Preserve
Mammal,Northern Bog Lemming,5,Rodentia,Denali National Park and Preserve
Mammal,Meadow Jumping Mouse,5,Rodentia,Denali National Park and Preserve
Mammal,Porcupine,5,Rodentia,Denali National Park and Preserve
Mammal,Northern Flying Squirrel,5,Rodentia,Denali National Park and Preserve
Mammal,Hoary Marmot,5,Rodentia,Denali National Park and Preserve
Mammal,Arctic Ground Squirrel,5,Rodentia,Denali National Park and Preserve
Mammal,Red Squirrel,5,Rodentia,Denali National Park and Preserve
Mammal,Red-Toothed Shrews,5,Soricomorpha,Denali National Park and Preserve
Mammal,"Cinereus Shrew, Common Shrew, Masked Shrew",5,Soricomorpha,Denali National Park and Preserve
Mammal,Pygmy Shrew,5,Soricomorpha,Denali National Park and Preserve
Mammal,"Dusky Shrew, Montane Shrew",5,Soricomorpha,Denali National Park and Preserve
Mammal,Water Shrew,5,Soricomorpha,Denali National Park and Preserve
Mammal,Tundra Shrew,5,Soricomorpha,Denali National Park and Preserve
Mammal,Tiny Shrew,5,Soricomorpha,Denali National Park and Preserve
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,None,5,,Death Valley National Park
Mammal,None,5,Artiodactyla,Death Valley National Park
Mammal,None,5,Artiodactyla,Death Valley National Park
Mammal,None,5,Artiodactyla,Death Valley National Park
Mammal,None,5,Artiodactyla,Death Valley National Park
Mammal,"Feral Cattle, Domestic Cattle",5,Artiodactyla,Death Valley National Park
Mammal,"Domestic Goat, Goat, Goat (Feral)",5,Artiodactyla,Death Valley National Park
Mammal,"Blue Wildebeest, Blue Wildebeest",5,Artiodactyla,Death Valley National Park
Mammal,Sheep,5,Artiodactyla,Death Valley National Park
Mammal,"Bighorn Sheep, Bighorn Sheep",2,Artiodactyla,Death Valley National Park
Mammal,None,5,Artiodactyla,Death Valley National Park
Mammal,Elk,5,Artiodactyla,Death Valley National Park
Mammal,Fallow Deer,5,Artiodactyla,Death Valley National Park
Mammal,"Mule Deer, Mule Deer",2,Artiodactyla,Death Valley National Park
Mammal,"Black-Tailed Deer, Rocky Mountain Mule Deer",5,Artiodactyla,Death Valley National Park
Mammal,"White-Tailed Deer, White-Tailed Deer",5,Artiodactyla,Death Valley National Park
Mammal,"Dogs, Foxes, Jackals",5,Carnivora,Death Valley National Park
Mammal,Coyote,5,Carnivora,Death Valley National Park
Mammal,Gray Foxes,5,Carnivora,Death Valley National Park
Mammal,"Common Gray Fox, Gray Fox",1,Carnivora,Death Valley National Park
Mammal,"Kit Foxes, Red Foxes",5,Carnivora,Death Valley National Park
Mammal,"Black Fox, Cross Fox, Red Fox, Silver Fox",5,Carnivora,Death Valley National Park
Mammal,Kit Fox,4,Carnivora,Death Valley National Park
Mammal,Desert Kit Fox,5,Carnivora,Death Valley National Park
Mammal,Swift Fox,5,Carnivora,Death Valley National Park
Mammal,Bobcat,1,Carnivora,Death Valley National Park
Mammal,None,5,Carnivora,Death Valley National Park
Mammal,"Cougar, Mountain Lion, Puma",1,Carnivora,Death Valley National Park
Mammal,"Hooded Skunks, Striped Skunks",5,Carnivora,Death Valley National Park
Mammal,Hooded Skunk,5,Carnivora,Death Valley National Park
Mammal,Spotted Skunks,5,Carnivora,Death Valley National Park
Mammal,Western Spotted Skunk,5,Carnivora,Death Valley National Park
Mammal,"Eastern Spotted Skunk, Spotted Skunk",5,Carnivora,Death Valley National Park
Mammal,None,5,Carnivora,Death Valley National Park
Mammal,"Ermines, Ferrets, Minks, Weasels",5,Carnivora,Death Valley National Park
Mammal,Black-Footed Ferret,5,Carnivora,Death Valley National Park
Mammal,"American Badger, Badger",1,Carnivora,Death Valley National Park
Mammal,None,5,Carnivora,Death Valley National Park
Mammal,Ringtail,2,Carnivora,Death Valley National Park
Mammal,White-Nosed Coati,5,Carnivora,Death Valley National Park
Mammal,"Common Raccoon, Northern Raccoon, Raccoon",5,Carnivora,Death Valley National Park
Mammal,Mastiff-Bats,5,Chiroptera,Death Valley National Park
Mammal,"Greater Bonneted Bat, Western Bonneted Bat, Western Mastiff-Bat",5,Chiroptera,Death Valley National Park
Mammal,Big Free-Tailed Bat,5,Chiroptera,Death Valley National Park
Mammal,Guano Bats,5,Chiroptera,Death Valley National Park
Mammal,Mexican Free-Tailed Bat,4,Chiroptera,Death Valley National Park
Mammal,"California Leaf-Nosed Bat, Californian Leaf-Nosed Bat",5,Chiroptera,Death Valley National Park
Mammal,Pallid Bats,5,Chiroptera,Death Valley National Park
Mammal,Pallid Bat,4,Chiroptera,Death Valley National Park
Mammal,Big-Eared Bats,5,Chiroptera,Death Valley National Park
Mammal,Townsend's Big-Eared Bat,2,Chiroptera,Death Valley National Park
Mammal,Big Brown Bat,5,Chiroptera,Death Valley National Park
Mammal,Spotted Bat,5,Chiroptera,Death Valley National Park
Mammal,"Allen's Big-Eared Bat, Allen's Big-Eared Bat",5,Chiroptera,Death Valley National Park
Mammal,Silver-Haired Bats,5,Chiroptera,Death Valley National Park
Mammal,Silver-Haired Bat,2,Chiroptera,Death Valley National Park
Mammal,Western Red Bat,5,Chiroptera,Death Valley National Park
Mammal,Hoary Bat,2,Chiroptera,Death Valley National Park
Mammal,Californian Myotis,2,Chiroptera,Death Valley National Park
Mammal,Western Small-Footed Myotis,2,Chiroptera,Death Valley National Park
Mammal,"Long-Eared Myotis, Long-Eared Myotis",5,Chiroptera,Death Valley National Park
Mammal,"Little Brown Bat, Little Brown Myotis, Little Brown Myotis",5,Chiroptera,Death Valley National Park
Mammal,Fringed Myotis,2,Chiroptera,Death Valley National Park
Mammal,"Long-Legged Myotis, Long-Legged Myotis",5,Chiroptera,Death Valley National Park
Mammal,"Yuma Myotis, Yuma Myotis",5,Chiroptera,Death Valley National Park
Mammal,None,5,Chiroptera,Death Valley National Park
Mammal,Pipistrelles,5,Chiroptera,Death Valley National Park
Mammal,"Western Pipistrelle, Canyon Bat",4,Chiroptera,Death Valley National Park
Mammal,Virginia Opossum,5,Didelphimorphia,Death Valley National Park
Mammal,Pygmy Rabbit,5,Lagomorpha,Death Valley National Park
Mammal,Black-Tailed Jackrabbit,5,Lagomorpha,Death Valley National Park
Mammal,Western Desert Jackrabbit,5,Lagomorpha,Death Valley National Park
Mammal,Cottontails,5,Lagomorpha,Death Valley National Park
Mammal,Desert Cottontail,5,Lagomorpha,Death Valley National Park
Mammal,None,5,Lagomorpha,Death Valley National Park
Mammal,None,5,Lagomorpha,Death Valley National Park
Mammal,"Mountain Cottontail, Nuttall's Cottontail",4,Lagomorpha,Death Valley National Park
Mammal,None,5,Lagomorpha,Death Valley National Park
Mammal,None,5,Perissodactyla,Death Valley National Park
Mammal,None,5,Perissodactyla,Death Valley National Park
Mammal,None,5,Perissodactyla,Death Valley National Park
Mammal,"Ass, Burro, Donkey, Feral Burro, Wild Ass",2,Perissodactyla,Death Valley National Park
Mammal,"Burchell's Zebra, Plains Zebra",5,Perissodactyla,Death Valley National Park
Mammal,"Feral Horse, Horse",1,Perissodactyla,Death Valley National Park
Mammal,None,5,Perissodactyla,Death Valley National Park
Mammal,None,5,Perissodactyla,Death Valley National Park
Mammal,None,5,Perissodactyla,Death Valley National Park
Mammal,Hominoids,5,Primates,Death Valley National Park
Mammal,"Human, Humans, Man",5,Primates,Death Valley National Park
Mammal,None,5,Primates,Death Valley National Park
Mammal,"Meadow Mice, Meadow Voles",5,Rodentia,Death Valley National Park
Mammal,"Amargosa Vole, California Vole",5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,Packrats,5,Rodentia,Death Valley National Park
Mammal,White-Throated Woodrat,5,Rodentia,Death Valley National Park
Mammal,Bushy-Tailed Woodrat,5,Rodentia,Death Valley National Park
Mammal,Eastern Woodrat,5,Rodentia,Death Valley National Park
Mammal,Dusky-Footed Woodrat,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,Desert Woodrat,5,Rodentia,Death Valley National Park
Mammal,Desert Woodrat,5,Rodentia,Death Valley National Park
Mammal,Southern Plains Woodrat,5,Rodentia,Death Valley National Park
Mammal,"Common Muskrat, Muskbeaver, Muskrat",5,Rodentia,Death Valley National Park
Mammal,Grasshopper Mice,5,Rodentia,Death Valley National Park
Mammal,Northern Grasshopper Mouse,5,Rodentia,Death Valley National Park
Mammal,Southern Grasshopper Mouse,2,Rodentia,Death Valley National Park
Mammal,Southern Grasshopper Mouse,5,Rodentia,Death Valley National Park
Mammal,Rice Rats,5,Rodentia,Death Valley National Park
Mammal,"Deer Mice, White-Footed Mice",5,Rodentia,Death Valley National Park
Mammal,"Brush Deermouse, Brush Mouse",4,Rodentia,Death Valley National Park
Mammal,"Canyon Deermouse, Canyon Mouse",5,Rodentia,Death Valley National Park
Mammal,Canyon Mouse,5,Rodentia,Death Valley National Park
Mammal,"Cactus Deermouse, Cactus Mouse",5,Rodentia,Death Valley National Park
Mammal,Cactus Mouse,5,Rodentia,Death Valley National Park
Mammal,"Cotton Deermouse, Cotton Mouse",5,Rodentia,Death Valley National Park
Mammal,"White-Footed Deermouse, White-Footed Mouse",5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,Deer Mouse,4,Rodentia,Death Valley National Park
Mammal,Sonoran Deer Mouse,5,Rodentia,Death Valley National Park
Mammal,"Pi_On Deermouse, Pi_On Mouse, Pinyon Mouse",4,Rodentia,Death Valley National Park
Mammal,Pinyon Mouse,5,Rodentia,Death Valley National Park
Mammal,"American Harvest Mice, Harvest Mice",5,Rodentia,Death Valley National Park
Mammal,Western Harvest Mouse,4,Rodentia,Death Valley National Park
Mammal,Western Harvest Mouse,5,Rodentia,Death Valley National Park
Mammal,Cotton Rats,5,Rodentia,Death Valley National Park
Mammal,Western Jumping Mouse,5,Rodentia,Death Valley National Park
Mammal,"Common Porcupine, Porcupine",5,Rodentia,Death Valley National Park
Mammal,Porcupine,5,Rodentia,Death Valley National Park
Mammal,"Smooth-Toothed Pocket Gophers, Western Pocket Gophers",5,Rodentia,Death Valley National Park
Mammal,Botta's Pocket Gopher,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,Southern Pocket Gopher,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,"Coarse-Haired Pocket Mice, Hispid Pocket Mice",5,Rodentia,Death Valley National Park
Mammal,Bailey's Pocket Mouse,5,Rodentia,Death Valley National Park
Mammal,California Pocket Mouse,5,Rodentia,Death Valley National Park
Mammal,San Diego Pocket Mouse,5,Rodentia,Death Valley National Park
Mammal,Long-Tailed Pocket Mouse,4,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,Desert Pocket Mouse,2,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,Kangaroo Rats,5,Rodentia,Death Valley National Park
Mammal,Agile Kangaroo Rat,5,Rodentia,Death Valley National Park
Mammal,Desert Kangaroo Rat,2,Rodentia,Death Valley National Park
Mammal,Desert Kangaroo Rat,5,Rodentia,Death Valley National Park
Mammal,Merriam's Kangaroo Rat,4,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,Chisel-Toothed Kangaroo Rat,4,Rodentia,Death Valley National Park
Mammal,Western Chisel-Toothed Kangaroo Rat,5,Rodentia,Death Valley National Park
Mammal,Ord's Kangaroo Rat,5,Rodentia,Death Valley National Park
Mammal,Panamint Kangaroo Rat,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,Panamint Kangaroo Rat,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,Painted Spiny Pocket Mouse,5,Rodentia,Death Valley National Park
Mammal,Kangaroo Mice,5,Rodentia,Death Valley National Park
Mammal,Pale Kangaroo Mouse,5,Rodentia,Death Valley National Park
Mammal,"Pocket Mice, Silky Pocket Mice",5,Rodentia,Death Valley National Park
Mammal,Silky Pocket Mouse,5,Rodentia,Death Valley National Park
Mammal,Hispid Pocket Mouse,5,Rodentia,Death Valley National Park
Mammal,San Joaquin Pocket Mouse,5,Rodentia,Death Valley National Park
Mammal,Little Pocket Mouse,4,Rodentia,Death Valley National Park
Mammal,Nelson's Pocket Mouse,5,Rodentia,Death Valley National Park
Mammal,Great Basin Pocket Mouse,5,Rodentia,Death Valley National Park
Mammal,Great Basin Pocket Mouse,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,"House Mice, Old World Mice",5,Rodentia,Death Valley National Park
Mammal,House Mouse,5,Rodentia,Death Valley National Park
Mammal,Old World Rats,5,Rodentia,Death Valley National Park
Mammal,"Brown Rat, Norway Rat",5,Rodentia,Death Valley National Park
